segment_id,frame,x,y,phase
0,0,1563.000000,346.000000,wait
0,1,1563.000000,346.000000,wait
0,2,1563.000000,346.000000,wait
0,3,1563.000000,346.000000,wait
0,4,1563.000000,346.000000,wait
0,5,1563.000000,346.000000,wait
0,6,1563.000000,346.000000,wait
0,7,1553.043532,346.932067,move
0,8,1543.087064,347.864134,move
0,9,1533.130597,348.796201,move
0,10,1523.174129,349.728268,move
0,11,1513.217661,350.660335,move
0,12,1503.261193,351.592402,move
0,13,1493.304725,352.524469,move
0,14,1483.348258,353.456536,move
0,15,1473.391790,354.388603,move
0,16,1463.435322,355.320669,move
0,17,1453.478854,356.252736,move
0,18,1443.522386,357.184803,move
0,19,1433.565918,358.116870,move
0,20,1423.609451,359.048937,move
0,21,1413.652983,359.981004,move
0,22,1403.696515,360.913071,move
0,23,1393.740047,361.845138,move
0,24,1383.783579,362.777205,move
0,25,1373.827112,363.709272,move
0,26,1363.870644,364.641339,move
0,27,1353.914176,365.573406,move
0,28,1343.957708,366.505473,move
0,29,1334.001240,367.437540,move
0,30,1324.044773,368.369607,move
0,31,1314.088305,369.301674,move
0,32,1304.131837,370.233741,move
0,33,1294.175369,371.165808,move
0,34,1284.218901,372.097875,move
0,35,1274.262434,373.029941,move
0,36,1264.305966,373.962008,move
0,37,1254.349498,374.894075,move
0,38,1244.393030,375.826142,move
0,39,1234.436562,376.758209,move
0,40,1224.480095,377.690276,move
0,41,1214.523627,378.622343,move
0,42,1204.567159,379.554410,move
0,43,1194.610691,380.486477,move
0,44,1184.654223,381.418544,move
0,45,1174.697755,382.350611,move
0,46,1164.741288,383.282678,move
0,47,1154.784820,384.214745,move
0,48,1144.828352,385.146812,move
0,49,1134.871884,386.078879,move
0,50,1124.915416,387.010946,move
0,51,1114.958949,387.943013,move
0,52,1105.002481,388.875080,move
0,53,1095.046013,389.807147,move
0,54,1085.089545,390.739213,move
0,55,1075.133077,391.671280,move
0,56,1065.176610,392.603347,move
0,57,1055.220142,393.535414,move
0,58,1045.263674,394.467481,move
0,59,1035.307206,395.399548,move
0,60,1025.350738,396.331615,move
1,61,125.000000,949.000000,wait
1,62,125.000000,949.000000,wait
1,63,125.000000,949.000000,wait
1,64,125.000000,949.000000,wait
1,65,125.000000,949.000000,wait
1,66,125.000000,949.000000,wait
1,67,125.000000,949.000000,wait
1,68,120.612943,940.013692,move
1,69,116.225886,931.027384,move
1,70,111.838829,922.041076,move
1,71,107.451772,913.054768,move
1,72,103.064715,904.068460,move
1,73,98.677658,895.082152,move
1,74,94.290601,886.095844,move
1,75,89.903544,877.109536,move
1,76,85.516487,868.123228,move
1,77,81.129430,859.136920,move
1,78,76.742373,850.150613,move
1,79,72.355316,841.164305,move
1,80,67.968259,832.177997,move
1,81,63.581202,823.191689,move
1,82,59.194145,814.205381,move
1,83,54.807088,805.219073,move
1,84,50.420031,796.232765,move
1,85,46.032973,787.246457,move
1,86,41.645916,778.260149,move
1,87,37.258859,769.273841,move
1,88,32.871802,760.287533,move
1,89,28.484745,751.301225,move
1,90,24.097688,742.314917,move
1,91,19.710631,733.328609,move
1,92,15.323574,724.342301,move
1,93,10.936517,715.355993,move
1,94,8.000000,706.369685,move
1,95,12.387057,697.383377,move
1,96,16.774114,688.397069,move
1,97,21.161171,679.410761,move
1,98,25.548228,670.424453,move
1,99,29.935285,661.438145,move
1,100,34.322342,652.451838,move
1,101,38.709399,643.465530,move
1,102,43.096456,634.479222,move
1,103,47.483513,625.492914,move
1,104,51.870570,616.506606,move
1,105,56.257627,607.520298,move
1,106,60.644684,598.533990,move
1,107,65.031741,589.547682,move
1,108,69.418798,580.561374,move
1,109,73.805855,571.575066,move
1,110,78.192912,562.588758,move
1,111,82.579969,553.602450,move
1,112,86.967027,544.616142,move
1,113,91.354084,535.629834,move
1,114,95.741141,526.643526,move
1,115,100.128198,517.657218,move
1,116,104.515255,508.670910,move
1,117,108.902312,499.684602,move
1,118,113.289369,490.698294,move
1,119,117.676426,481.711986,move
1,120,122.063483,472.725678,move
1,121,126.450540,463.739371,move
2,122,123.000000,956.000000,wait
2,123,123.000000,956.000000,wait
2,124,123.000000,956.000000,wait
2,125,123.000000,956.000000,wait
2,126,123.000000,956.000000,wait
2,127,123.000000,956.000000,wait
2,128,123.000000,956.000000,wait
2,129,122.288249,946.025362,move
2,130,121.576498,936.050723,move
2,131,120.864747,926.076085,move
2,132,120.152996,916.101447,move
2,133,119.441245,906.126808,move
2,134,118.729495,896.152170,move
2,135,118.017744,886.177531,move
2,136,117.305993,876.202893,move
2,137,116.594242,866.228255,move
2,138,115.882491,856.253616,move
2,139,115.170740,846.278978,move
2,140,114.458989,836.304340,move
2,141,113.747238,826.329701,move
2,142,113.035487,816.355063,move
2,143,112.323736,806.380424,move
2,144,111.611986,796.405786,move
2,145,110.900235,786.431148,move
2,146,110.188484,776.456509,move
2,147,109.476733,766.481871,move
2,148,108.764982,756.507233,move
2,149,108.053231,746.532594,move
2,150,107.341480,736.557956,move
2,151,106.629729,726.583317,move
2,152,105.917978,716.608679,move
2,153,105.206227,706.634041,move
2,154,104.494477,696.659402,move
2,155,103.782726,686.684764,move
2,156,103.070975,676.710126,move
2,157,102.359224,666.735487,move
2,158,101.647473,656.760849,move
2,159,100.935722,646.786210,move
2,160,100.223971,636.811572,move
2,161,99.512220,626.836934,move
2,162,98.800469,616.862295,move
2,163,98.088718,606.887657,move
2,164,97.376967,596.913019,move
2,165,96.665217,586.938380,move
2,166,95.953466,576.963742,move
2,167,95.241715,566.989103,move
2,168,94.529964,557.014465,move
2,169,93.818213,547.039827,move
2,170,93.106462,537.065188,move
2,171,92.394711,527.090550,move
2,172,91.682960,517.115912,move
2,173,90.971209,507.141273,move
2,174,90.259458,497.166635,move
2,175,89.547708,487.191997,move
2,176,88.835957,477.217358,move
2,177,88.124206,467.242720,move
2,178,87.412455,457.268081,move
2,179,86.700704,447.293443,move
2,180,85.988953,437.318805,move
2,181,85.277202,427.344166,move
2,182,84.565451,417.369528,move
3,183,8.000000,51.000000,wait
3,184,8.000000,51.000000,wait
3,185,8.000000,51.000000,wait
3,186,8.000000,51.000000,wait
3,187,8.000000,51.000000,wait
3,188,8.000000,51.000000,wait
3,189,8.000000,51.000000,wait
3,190,8.000000,41.326062,move
3,191,10.532768,31.652123,move
3,192,13.065536,21.978185,move
3,193,15.598304,12.304246,move
3,194,18.131073,8.000000,move
3,195,20.663841,17.673938,move
3,196,23.196609,27.347877,move
