segment_id,frame,x,y,phase
0,0,1808.000000,113.000000,wait
0,1,1808.000000,113.000000,wait
0,2,1808.000000,113.000000,wait
0,3,1808.000000,113.000000,wait
0,4,1808.000000,113.000000,wait
0,5,1808.000000,113.000000,wait
0,6,1798.009545,113.436824,move
0,7,1788.019091,113.873648,move
0,8,1778.028636,114.310472,move
0,9,1768.038181,114.747296,move
0,10,1758.047727,115.184120,move
0,11,1748.057272,115.620945,move
0,12,1738.066817,116.057769,move
0,13,1728.076363,116.494593,move
0,14,1718.085908,116.931417,move
0,15,1708.095453,117.368241,move
0,16,1698.104999,117.805065,move
0,17,1688.114544,118.241889,move
0,18,1678.124089,118.678713,move
0,19,1668.133634,119.115537,move
0,20,1658.143180,119.552361,move
0,21,1648.152725,119.989186,move
0,22,1638.162270,120.426010,move
0,23,1628.171816,120.862834,move
0,24,1618.181361,121.299658,move
0,25,1608.190906,121.736482,move
0,26,1598.200452,122.173306,move
0,27,1588.209997,122.610130,move
0,28,1578.219542,123.046954,move
0,29,1568.229088,123.483778,move
0,30,1558.238633,123.920602,move
0,31,1548.248178,124.357426,move
0,32,1538.257724,124.794251,move
0,33,1528.267269,125.231075,move
0,34,1518.276814,125.667899,move
0,35,1508.286360,126.104723,move
0,36,1498.295905,126.541547,move
0,37,1488.305450,126.978371,move
0,38,1478.314996,127.415195,move
0,39,1468.324541,127.852019,move
0,40,1458.334086,128.288843,move
0,41,1448.343632,128.725667,move
0,42,1438.353177,129.162492,move
0,43,1428.362722,129.599316,move
0,44,1418.372267,130.036140,move
0,45,1408.381813,130.472964,move
0,46,1398.391358,130.909788,move
0,47,1388.400903,131.346612,move
0,48,1378.410449,131.783436,move
0,49,1368.419994,132.220260,move
0,50,1358.429539,132.657084,move
0,51,1348.439085,133.093908,move
0,52,1338.448630,133.530732,move
0,53,1328.458175,133.967557,move
0,54,1318.467721,134.404381,move
0,55,1308.477266,134.841205,move
0,56,1298.486811,135.278029,move
0,57,1288.496357,135.714853,move
0,58,1278.505902,136.151677,move
0,59,1268.515447,136.588501,move
0,60,1258.524993,137.025325,move
1,61,106.000000,120.000000,wait
1,62,106.000000,120.000000,wait
1,63,106.000000,120.000000,wait
1,64,106.000000,120.000000,wait
1,65,106.000000,120.000000,wait
1,66,106.000000,120.000000,wait
1,67,96.196884,121.974568,move
1,68,86.393768,123.949137,move
1,69,76.590653,125.923705,move
1,70,66.787537,127.898274,move
1,71,56.984421,129.872842,move
1,72,47.181305,131.847411,move
1,73,37.378189,133.821979,move
1,74,27.575074,135.796548,move
1,75,17.771958,137.771116,move
1,76,8.000000,139.745685,move
1,77,17.803116,141.720253,move
1,78,27.606232,143.694822,move
1,79,37.409347,145.669390,move
1,80,47.212463,147.643959,move
1,81,57.015579,149.618527,move
1,82,66.818695,151.593096,move
1,83,76.621811,153.567664,move
1,84,86.424926,155.542233,move
1,85,96.228042,157.516801,move
1,86,106.031158,159.491370,move
1,87,115.834274,161.465938,move
1,88,125.637390,163.440507,move
1,89,135.440505,165.415075,move
1,90,145.243621,167.389644,move
1,91,155.046737,169.364212,move
1,92,164.849853,171.338781,move
1,93,174.652968,173.313349,move
1,94,184.456084,175.287918,move
1,95,194.259200,177.262486,move
1,96,204.062316,179.237055,move
1,97,213.865432,181.211623,move
1,98,223.668547,183.186192,move
1,99,233.471663,185.160760,move
1,100,243.274779,187.135329,move
1,101,253.077895,189.109897,move
